Simulation,Step,Space,Star,Planet,Asteroid,Energy,Black_Hole,Antimatter
0,591,24398,583,817,2751,1041,10410,0
0,592,24360,583,815,2744,1041,10457,0
0,593,24325,579,816,2741,1047,10492,0
0,594,24307,579,816,2735,1035,10528,0
0,595,24266,579,815,2735,1040,10565,0
0,596,24225,579,810,2736,1047,10603,0
0,597,24197,578,806,2735,1035,10649,0
0,598,24181,579,802,2726,1032,10680,0
0,599,24167,579,801,2720,1014,10719,0
0,600,24132,578,795,2720,1009,10766,0
0,601,24101,577,795,2711,1013,10803,0
0,602,24079,574,794,2703,1009,10841,0
0,603,24067,572,787,2696,998,10880,0
0,604,24047,571,785,2696,991,10910,0
